Rank,Name,,Country,Qualification,Final,event_name,date,gender
58,JONGWON,CHON,KOR,7.870,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
59,SIMON,LORENZI,BEL,7.929,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
60,LASA,TEMI,INA,7.952,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
61,YUDAI,IKEDA,JPN,7.967,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
62,MARK,CHAN CHONG KIAT,SGP,7.992,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
63,NIMROD,MARCUS,ISR,8.108,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
64,CHI-FUNG,AU,HKG,8.112,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
65,ALBAN,LEVIER,FRA,8.145,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
66,SINGH,ADARSH,IND,8.154,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
67,STEFANO,GHISOLFI,ITA,8.325,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
68,RAM,LEVIN,ISR,8.369,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
69,CHRISTOPHER,COSSER,RSA,8.412,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
70,LUKAS,FRANCKAERT,BEL,8.453,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
71,KA-CHUN,YAU,HKG,8.532,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
72,HANNES,PUMAN,SWE,8.547,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
73,LOÏC,TIMMERMANS,BEL,8.564,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
74,ZACH,GALLA,USA,8.600,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
75,JULES,KLUWER,NED,8.623,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
76,FRANCESCO,VETTORATA,ITA,8.663,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
77,ANZE,PEHARC,SLO,8.787,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
78,NICOLAS,COLLIN,BEL,9.131,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
79,DMITRY,KARAVAEV,BLR,9.416,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
80,ALEX,KHAZANOV,ISR,9.530,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
81,DOMEN,SKOFIC,SLO,9.627,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
82,CHEUK-HEI,HO,HKG,9.643,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
83,YUVAL,SHEMLA,ISR,9.684,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
84,ALEXANDER,MEGOS,GER,9.685,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
85,DMITRII,FAKIRIANOV,RUS,9.694,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
86,GUILLAUME,MORO,FRA,10.134,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
87,GHOLAMALI,BARATZADEH,IRI,10.556,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
88,MARCELLO,BOMBARDI,ITA,11.015,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
89,TIM,REUSER,NED,11.997,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
90,PHILIPP,MARTIN,GER,12.711,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
91,ARTEM,KHABIBULLIN,RUS,false start,,Moscow_(RUS)_2019,12 April - 14 April 2019,Men
1,YILING,SONG,CHN,7.880,7.38,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
2,ANOUCK,JAUBERT,FRA,8.024,7.68,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
3,IULIIA,KAPLINA,RUS,7.464,8.23,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
4,ANNA,TSYGANOVA,RUS,7.999,fall,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
5,ELIZAVETA,IVANOVA,RUS,8.130,7.79,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
6,ARIES,SUSANTI RAHAYU,INA,7.711,7.91,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
7,ALEKSANDRA,KALUCKA,POL,8.438,9.68,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
8,ELENA,REMIZOVA,RUS,7.860,10.71,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
9,AURELIA,SARISSON,FRA,8.462,8.34,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
10,ANNA,CALANCA,ITA,8.544,8.47,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
11,PATRYCJA,CHUDZIAK,POL,8.395,8.48,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
12,ANDREA,ROJAS,ECU,8.590,8.61,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
13,EKATERINA,BARASHCHUK,RUS,8.577,8.81,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
14,MINGWEI,NI,CHN,7.967,10.01,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
15,ANNA,BROZEK,POL,8.259,10.41,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
16,MARIIA,KRASAVINA,RUS,8.102,fall,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
17,POLINA,AKSENOVA,RUS,8.635,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
18,KSENIIA,PETROVA,RUS,8.693,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
19,POLINA,KULAGINA,RUS,8.750,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
20,VICTOIRE,ANDRIER,FRA,8.851,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
21,ALEXANDRA,ELMER,AUT,8.924,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
22,ELENA,KRASOVSKAIA,RUS,9.051,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
23,ASSEL,MARLENOVA,KAZ,9.079,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
24,TAMARA,ULZHABAYEVA,KAZ,9.154,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
25,KAMILLA,KUSHAEVA,RUS,9.161,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
26,LAURA,LAMMER,AUT,9.205,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
27,ELISABETTA,DALLA BRIDA,ITA,9.232,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
28,NURUL,IQAMAH,INA,9.260,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
29,MAHYA,DARABIAN,IRI,9.316,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
30,RONG,JIANG,CHN,9.339,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
31,MARGARITA,AGAMBAYEVA,KAZ,9.389,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
32,AZAM,KARAMI,IRI,9.424,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
33,ALANNAH,YIP,CAN,9.509,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
34,PETRA,KLINGLER,SUI,9.539,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
35,HUNG YING,LEE,TPE,9.691,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
36,ELENA,TIMOFEEVA,RUS,9.828,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
37,KYRA,CONDIE,USA,9.902,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
38,SIENNA,KOPF,USA,9.911,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
39,NATALIA,GROSSMAN,USA,10.049,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
40,JANJA,GARNBRET,SLO,10.050,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
41,SANDRA,LETTNER,AUT,10.069,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
42,FUTABA,ITO,JPN,10.102,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
43,JESSICA,PILZ,AUT,10.116,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
44,KOBRA,LAKZAIIFAR,IRI,10.128,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
45,ELNAZ,REKABI,IRI,10.255,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
46,ASHLEY,FISHER,USA,10.331,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
47,IULIIA,PANTELEEVA,RUS,10.356,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
48,ALMA,BESTVATER,GER,10.431,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
49,VALENTINA,AGUADO,ARG,10.488,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
50,YUETONG,ZHANG,CHN,10.593,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
51,JULIA,CHANOURDIE,FRA,10.627,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
52,EMILY,PHILLIPS,GBR,10.970,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
53,ISABEL,GIFFORD,USA,10.972,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
54,KATJA,DEBEVEC,SLO,11.002,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
55,VIKTORIIA,MESHKOVA,RUS,11.154,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
56,ANDREA,KÜMIN,SUI,11.171,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
57,CHLOE,CAULIER,BEL,11.236,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
58,SHAUNA,COXSEY,GBR,11.274,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
59,ANNA,ZAIKINA,RUS,11.364,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
60,MAO,NAKAMURA,JPN,11.438,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
61,FANNY,GIBERT,FRA,11.656,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
62,HANA,KRIZOVA,CZE,11.936,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
63,MANON,HILY,FRA,11.983,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
64,LAURA,ROGORA,ITA,12.017,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
65,LUCKA,RAKOVEC,SLO,12.287,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
66,HELOÏSE,DOUMONT,BEL,12.628,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
67,ANNE-SOPHIE,KOLLER,SUI,12.693,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
68,VIRGITA,NADYA PUTRI,INA,12.818,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
69,MIA,KRAMPL,SLO,12.849,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
70,SALSABILA,SALSABILA,INA,13.464,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
71,WAI-PING,YU,HKG,13.878,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
72,NATSUMI,HIRANO,JPN,13.934,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
73,CHOIRUL,UMI C,INA,14.425,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
74,VANDA,MICHALKOVA,SVK,15.230,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
75,NIKKI,VAN BERGEN,NED,15.917,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
76,HANNAH,SEALY-FISHER,RSA,18.992,,Moscow_(RUS)_2019,12 April - 14 April 2019,Women
1,ALFIAN,MUHAMMAD FAJRI,INA,5.914,5.97,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
2,KOSTIANTYN,PAVLENKO,UKR,6.206,6.31,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
3,SERGEI,RUKIN,RUS,6.020,6.80,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
4,QIXIN,ZHONG,CHN,5.618,fall,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
5,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.115,5.73,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
6,NIKOLAI,IARILOVETS,RUS,6.263,6.31,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
7,ZHIYONG,OU,CHN,6.279,7.03,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
8,FATCHUR,ROJI,INA,6.212,7.51,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
9,MARCIN,DZIENSKI,POL,6.317,6.08,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
10,JINBAO,LONG,CHN,6.128,6.16,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
11,ASPAR,ASPAR,INA,5.876,6.28,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
12,ALEKSANDR,SHILOV,RUS,6.085,7.37,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
13,ZHIXING,CHEN,CHN,5.842,8.11,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
14,VLADISLAV,DEULIN,RUS,6.133,8.93,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
15,BASSA,MAWEM,FRA,5.677,fall,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
16,DMITRII,TIMOFEEV,RUS,5.827,fall,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
17,SERGEI,LUZHETSKII,RUS,6.323,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
18,JAN,KRIZ,CZE,6.342,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
19,STANISLAV,KOKORIN,RUS,6.357,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
20,GIAN LUCA,ZODDA,ITA,6.419,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
21,CARLOS,GRANJA,ECU,6.453,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
22,LONG,CAO,CHN,6.555,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
23,CHEUNG-CHI SHOJI,CHAN,HKG,6.615,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
24,KOKORO,FUJII,JPN,6.620,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
25,SHUO,XU,CHN,6.641,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
26,MANUEL,CORNU,FRA,6.678,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
27,JAN,HOJER,GER,6.763,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
28,JOHN,BROSLER,USA,6.832,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
29,LIANG,ZHANG,CHN,6.842,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
30,MEICHI,NARASAKI,JPN,6.926,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
31,DANNY,VALENCIA,ECU,6.942,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
32,YUFEI,PAN,CHN,6.978,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
33,GUILLAUME,MORO,FRA,6.995,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
34,WILLIAM,BOSI,GBR,7.079,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
35,MICHAEL,PICCOLRUAZ,ITA,7.096,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
36,HANWOOL,KIM,KOR,7.098,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
37,SEAN,MCCOLL,CAN,7.111,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
38,KAI,HARADA,JPN,7.123,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
39,NATHANIEL,COLEMAN,USA,7.165,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
40,JAKOB,SCHUBERT,AUT,7.167,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
41,CHI-FUNG,AU,HKG,7.278,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
42,REI,SUGIMOTO,JPN,7.372,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
43,ZACH,GALLA,USA,7.392,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
44,JONGWON,CHON,KOR,7.467,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
45,ARSENII,BOGOMOLOV,RUS,7.492,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
46,RUDOLPH,RUANA,USA,7.560,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
47,SASCHA,LEHMANN,SUI,7.581,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
48,WILLIAM,RIDAL,GBR,7.597,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
49,LASA,TEMI,INA,7.634,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
50,ODE RIFALDI,RIDJAYA,INA,7.638,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
51,GEORG,PARMA,AUT,7.692,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
52,LEO,AVEZOU,FRA,7.744,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
53,SIMON,LORENZI,BEL,7.823,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
54,NICOLAS,COLLIN,BEL,7.843,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
55,KA-CHUN,YAU,HKG,8.023,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
56,JERNEJ,KRUDER,SLO,8.074,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
57,HEI-YEUNG,LAM,HKG,8.211,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
58,MARCELLO,BOMBARDI,ITA,8.258,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
59,SEAN,BAILEY,USA,8.261,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
60,RAM,LEVIN,ISR,8.267,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
61,SIRAPOB,JIRAJATURAPAK,THA,8.333,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
62,LOÏC,TIMMERMANS,BEL,8.356,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
63,ANZE,PEHARC,SLO,8.422,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
64,ZHAXI,BIANBA,CHN,8.536,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
65,FRANCESCO,VETTORATA,ITA,8.613,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
66,SERGII,TOPISHKO,UKR,8.615,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
67,NED,MIDDLEHURST,AUS,8.830,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
68,ALEKSEY,RUBTSOV,RUS,8.971,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
69,MUHAMMAD TAQIUDDIN,BIN MOHD ZULKIFLI,MAS,9.001,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
70,MOHD IZZAT,MOHD SHOKOR,MAS,9.132,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
71,YUVAL,SHEMLA,ISR,9.143,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
72,CHIA HSIANG,LIN,TPE,9.315,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
73,NIMROD,MARCUS,ISR,9.418,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
74,GEORGE,SANDERS,NZL,9.574,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
75,SAM,LAVENDER,AUS,9.635,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
76,MICKAEL,MAWEM,FRA,9.814,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
77,ALEX,KHAZANOV,ISR,9.865,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
78,ALBAN,LEVIER,FRA,9.928,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
79,FEDIR,SAMOILOV,UKR,10.324,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
80,STEFANO,GHISOLFI,ITA,10.450,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
81,HRITIK,MARNE,IND,11.954,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
82,THOMAS,WALDIN,NZL,12.393,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
83,CHASE,GATLAND,NZL,12.664,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
84,LUDOVICO,FOSSALI,ITA,fall,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
84,HANNES,PUMAN,SWE,false start,,Chongqing_(CHN)_2019,26 April - 28 April 2019,Men
1,YILING,SONG,CHN,7.471,7.67,Chongqing_(CHN)_2019,26 April - 28 April 2019,Women
2,ALEKSANDRA,MIROSLAW,POL,7.484,fall,Chongqing_(CHN)_2019,26 April - 28 April 2019,Women
3,IULIIA,KAPLINA,RUS,7.618,8.42,Chongqing_(CHN)_2019,26 April - 28 April 2019,Women
4,ANOUCK,JAUBERT,FRA,7.738,fall,Chongqing_(CHN)_2019,26 April - 28 April 2019,Women
5,ARIES,SUSANTI RAHAYU,INA,7.739,7.42,Chongqing_(CHN)_2019,26 April - 28 April 2019,Women
