Rank,Name,,Country,Qualification,Final,event_name,date,gender
8,ANNA,TSYGANOVA,RUS,8.400,9.68,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
9,AURELIA,SARISSON,FRA,8.990,8.82,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
10,NINA,LACH,AUT,9.280,9.28,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
11,STEFANIE,PICHLER,AUT,9.940,9.72,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
12,SYAFIIYAH,DHORIFATUS,INA,10.360,9.90,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
13,ALEXANDRA,ELMER,AUT,10.020,9.92,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
14,ANNA,BROZEK,POL,9.320,9.95,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
15,CUILIAN,HE,CHN,10.510,10.13,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
16,PEIYANG,TIAN,CHN,11.320,14.05,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
17,LAMU,RENQING,CHN,13.620,,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
18,MIWA,OBA,JPN,fall,,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
18,ZHUOMA,PUBU,CHN,false start,,Chongqing_(CHN)_2016,30 April - 1 May 2016,Women
1,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.100,wildcard,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
2,LIBOR,HROZA,CZE,6.310,false start,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
3,MARCIN,DZIENSKI,POL,6.090,5.97,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
4,STANISLAV,KOKORIN,RUS,6.390,6.91,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
5,BASSA,MAWEM,FRA,5.980,6.05,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
6,DANYIL,BOLDYREV,UKR,6.100,6.07,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
7,DMITRII,TIMOFEEV,RUS,6.050,6.13,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
8,ALEKSANDR,SHILOV,RUS,6.270,7.10,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
9,ALEKSANDR,SHIKOV,RUS,6.410,6.21,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
10,LEONARDO,GONTERO,ITA,6.420,6.32,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
11,PANDU ASMORO,GALAR,INA,6.540,6.51,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
12,EVGENII,VAITSEKHOVSKII,RUS,6.810,6.74,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
13,YULIANTO,ABUDZAR,INA,6.690,6.82,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
14,SUFRIYANTO,RINDI,INA,6.710,6.93,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
15,MORTEZA,MOHAMMADI,IRI,6.890,7.00,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
16,PENGHUI,LIN,CHN,6.720,8.92,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
17,ZHIYONG,OU,CHN,6.900,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
18,MICHAL,LEWICKI,POL,7.180,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
19,ZHIXUAN,CHEN,CHN,7.450,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
20,YURONG,DUAN,CHN,7.640,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
21,ZIDA,MA,CHN,7.730,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
22,ALESSANDRO,SANTONI,ITA,7.820,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
23,IGOR,TYAPKIN,UKR,7.860,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
24,TOMASZ,SORDYL,POL,8.300,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
25,SEAN,MCCOLL,CAN,8.340,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
26,YUFEI,PAN,CHN,8.640,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
27,HAIBIN,QU,CHN,8.940,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
28,YERZHAN,BEISEMBAYEV,KAZ,10.330,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
29,NYAMBAYAR,LKHAGVABAZAR,MGL,18.150,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
30,ENKHBAATAR,DORJSUREN,MGL,18.740,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Men
1,IULIIA,KAPLINA,RUS,7.980,8.01,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
2,ALLA,MARENYCH,UKR,9.230,9.31,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
3,ANNA,TSYGANOVA,RUS,8.110,7.98,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
4,ALEKSANDRA,MIROSLAW,POL,8.500,8.34,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
5,CUILIAN,HE,CHN,9.340,8.97,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
6,AURELIA,SARISSON,FRA,8.640,9.43,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
7,KLAUDIA,BUCZEK,POL,8.170,9.92,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
8,ANOUCK,JAUBERT,FRA,7.810,10.60,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
9,NINA,LACH,AUT,9.390,9.15,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
10,PURNAMASARI,ITA TRIANA,INA,8.650,9.60,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
11,STEFANIE,PICHLER,AUT,9.540,9.72,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
12,ALEXANDRA,ELMER,AUT,9.690,10.12,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
13,SYAFIIYAH,DHORIFATUS,INA,9.430,10.13,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
14,ANNA,BROZEK,POL,8.880,10.28,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
15,ZHUOMA,PUBU,CHN,10.360,10.31,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
16,PEIYANG,TIAN,CHN,10.410,11.21,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
17,YUZHEN,BAIMA,CHN,11.700,,Nanjing_(CHN)_2016,7 May - 8 May 2016,Women
1,MARCIN,DZIENSKI,POL,5.960,5.96,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
2,LIBOR,HROZA,CZE,6.070,7.95,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
3,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.090,6.01,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
4,STANISLAV,KOKORIN,RUS,6.500,6.38,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
5,LUDOVICO,FOSSALI,ITA,6.480,6.65,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
6,JAN,KRIZ,CZE,6.780,6.90,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
7,DMITRII,TIMOFEEV,RUS,6.170,7.59,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
8,QUENTIN,NAMBOT,FRA,6.510,fall,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
9,ALESSANDRO,SANTONI,ITA,6.700,6.46,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
10,ARSENII,BOGOMOLOV,RUS,6.840,6.69,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
11,ARSENII,SHEVCHENKO,RUS,6.720,6.76,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
12,LEONARDO,GONTERO,ITA,6.710,6.88,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
13,ALEKSANDR,SHILOV,RUS,6.530,8.24,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
14,VLADISLAV,DEULIN,RUS,6.730,8.80,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
15,BASSA,MAWEM,FRA,6.070,false start,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
16,KOSTIANTYN,PAVLENKO,UKR,6.750,fall,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
17,GIAN LUCA,ZODDA,ITA,6.870,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
18,DANYIL,BOLDYREV,UKR,7.120,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
19,RAFAL,HALASA,POL,7.200,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
20,MICHAL,LEWICKI,POL,7.230,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
21,GUILLAUME,MORO,FRA,7.340,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
22,EVGENII,VAITSEKHOVSKII,RUS,7.480,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
23,GEORGY,ARTAMONOV,RUS,7.870,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
23,MANUEL,CORNU,FRA,7.870,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
23,CRISTIAN,DORIGATTI,ITA,7.870,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
26,LUKAS,KNAPP,AUT,7.990,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
27,SEAN,MCCOLL,CAN,8.140,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
28,STANISLAO,ZAMA,ITA,8.490,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
29,MORTEZA,MOHAMMADI,IRI,8.570,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
30,SEUNGWOON,CHO,KOR,9.030,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
31,HANWOOL,KIM,KOR,9.430,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
32,MAX,RUDIGIER,AUT,10.180,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
1,ANOUCK,JAUBERT,FRA,7.820,8.27,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
2,ALEKSANDRA,MIROSLAW,POL,8.320,fall,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
3,ANNA,TSYGANOVA,RUS,8.450,8.39,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
4,KLAUDIA,BUCZEK,POL,8.550,9.11,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
5,EDYTA,ROPEK,POL,8.610,8.33,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
6,ELIZAVETA,IVANOVA,RUS,9.070,9.05,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
7,VICTOIRE,ANDRIER,FRA,9.220,9.31,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
8,NINA,LACH,AUT,9.080,10.48,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
9,DARIA,KAN,RUS,9.120,9.06,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
10,ANNA,BROZEK,POL,9.220,9.25,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
11,SVETLANA,MOTOVILOVA,RUS,9.200,9.29,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
12,ALLA,MARENYCH,UKR,9.310,9.37,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
13,PATRYCJA,CHUDZIAK,POL,9.320,9.39,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
14,ELMA,FLEURET,FRA,8.670,9.74,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
15,AURELIA,SARISSON,FRA,8.700,11.22,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
16,ELENA,TIMOFEEVA,RUS,8.470,fall,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
17,ERICA,MEISTER,USA,9.420,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
18,MONIKA,PROKOPIUK-KAWECKA,POL,9.510,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
19,ALEXANDRA,ELMER,AUT,9.770,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
20,ANDREA,ROJAS,ECU,9.890,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
21,STEFANIE,PICHLER,AUT,9.950,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
22,ELISABETTA,DALLA BRIDA,ITA,9.960,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
23,GIULIA,FOSSALI,ITA,10.470,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
24,SILVIA,PORTA,ITA,10.510,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
25,IULIIA,KAPLINA,RUS,11.170,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
26,GIORGIA,RANDI,ITA,11.450,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
27,CHARLOTTE,DURIF,FRA,11.470,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
1,MARCIN,DZIENSKI,POL,6.020,5.99,Villars_(SUI)_2016,15 July - 16 July 2016,Men
2,DANYIL,BOLDYREV,UKR,6.170,8.51,Villars_(SUI)_2016,15 July - 16 July 2016,Men
3,STANISLAV,KOKORIN,RUS,6.200,wildcard,Villars_(SUI)_2016,15 July - 16 July 2016,Men
4,DMITRII,TIMOFEEV,RUS,6.250,false start,Villars_(SUI)_2016,15 July - 16 July 2016,Men
5,BASSA,MAWEM,FRA,6.120,6.12,Villars_(SUI)_2016,15 July - 16 July 2016,Men
6,GUILLAUME,MORO,FRA,6.420,6.24,Villars_(SUI)_2016,15 July - 16 July 2016,Men
7,ARSENII,SHEVCHENKO,RUS,6.480,6.42,Villars_(SUI)_2016,15 July - 16 July 2016,Men
8,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.940,fall,Villars_(SUI)_2016,15 July - 16 July 2016,Men
9,QUENTIN,NAMBOT,FRA,6.360,6.47,Villars_(SUI)_2016,15 July - 16 July 2016,Men
10,KOSTIANTYN,PAVLENKO,UKR,6.550,6.47,Villars_(SUI)_2016,15 July - 16 July 2016,Men
11,LIBOR,HROZA,CZE,6.150,6.50,Villars_(SUI)_2016,15 July - 16 July 2016,Men
12,VLADISLAV,DEULIN,RUS,6.580,6.64,Villars_(SUI)_2016,15 July - 16 July 2016,Men
13,LEONARDO,GONTERO,ITA,6.470,7.65,Villars_(SUI)_2016,15 July - 16 July 2016,Men
14,GEORGY,ARTAMONOV,RUS,6.470,9.03,Villars_(SUI)_2016,15 July - 16 July 2016,Men
15,ARSENII,BOGOMOLOV,RUS,6.480,9.81,Villars_(SUI)_2016,15 July - 16 July 2016,Men
16,ALEKSANDR,SHILOV,RUS,6.250,false start,Villars_(SUI)_2016,15 July - 16 July 2016,Men
17,LUDOVICO,FOSSALI,ITA,6.660,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
18,JAN,KRIZ,CZE,6.680,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
19,RAFAL,HALASA,POL,6.700,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
20,GIAN LUCA,ZODDA,ITA,6.840,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
21,ALESSANDRO,SANTONI,ITA,7.010,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
22,STANISLAO,ZAMA,ITA,7.050,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
23,MORTEZA,MOHAMMADI,IRI,7.080,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
24,MICHAL,LEWICKI,POL,7.230,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
25,EVGENII,VAITSEKHOVSKII,RUS,7.320,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
26,CRISTIAN,DORIGATTI,ITA,7.400,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
27,LUKAS,KNAPP,AUT,7.660,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
28,SEUNGWOON,CHO,KOR,8.210,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
29,SEAN,MCCOLL,CAN,8.850,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
30,HANWOOL,KIM,KOR,9.230,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
1,ANOUCK,JAUBERT,FRA,8.030,8.15,Villars_(SUI)_2016,15 July - 16 July 2016,Women
2,IULIIA,KAPLINA,RUS,7.960,10.13,Villars_(SUI)_2016,15 July - 16 July 2016,Women
3,ELMA,FLEURET,FRA,8.870,8.74,Villars_(SUI)_2016,15 July - 16 July 2016,Women
4,ANNA,BROZEK,POL,8.770,9.95,Villars_(SUI)_2016,15 July - 16 July 2016,Women
5,AURELIA,SARISSON,FRA,8.620,8.58,Villars_(SUI)_2016,15 July - 16 July 2016,Women
6,PATRYCJA,CHUDZIAK,POL,8.810,8.83,Villars_(SUI)_2016,15 July - 16 July 2016,Women
7,EDYTA,ROPEK,POL,8.210,9.40,Villars_(SUI)_2016,15 July - 16 July 2016,Women
8,ANNA,TSYGANOVA,RUS,8.340,10.41,Villars_(SUI)_2016,15 July - 16 July 2016,Women
9,DARIA,KAN,RUS,8.660,8.72,Villars_(SUI)_2016,15 July - 16 July 2016,Women
10,SVETLANA,MOTOVILOVA,RUS,9.000,8.96,Villars_(SUI)_2016,15 July - 16 July 2016,Women
11,KLAUDIA,BUCZEK,POL,8.290,9.21,Villars_(SUI)_2016,15 July - 16 July 2016,Women
12,ELENA,TIMOFEEVA,RUS,8.290,9.40,Villars_(SUI)_2016,15 July - 16 July 2016,Women
13,NINA,LACH,AUT,9.130,9.47,Villars_(SUI)_2016,15 July - 16 July 2016,Women
14,ALEXANDRA,ELMER,AUT,9.460,9.87,Villars_(SUI)_2016,15 July - 16 July 2016,Women
15,ELIZAVETA,IVANOVA,RUS,8.700,10.34,Villars_(SUI)_2016,15 July - 16 July 2016,Women
16,ALEKSANDRA,MIROSLAW,POL,8.230,fall,Villars_(SUI)_2016,15 July - 16 July 2016,Women
17,ANDREA,ROJAS,ECU,9.550,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
18,ALLA,MARENYCH,UKR,9.590,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
19,MONIKA,PROKOPIUK-KAWECKA,POL,9.630,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
20,ERICA,MEISTER,USA,9.860,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
21,ELISABETTA,DALLA BRIDA,ITA,9.870,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
22,STEFANIE,PICHLER,AUT,9.910,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
23,GIORGIA,RANDI,ITA,10.450,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
24,SILVIA,PORTA,ITA,10.480,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
25,GIULIA,FOSSALI,ITA,10.760,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
26,VICTOIRE,ANDRIER,FRA,11.200,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
1,MARCIN,DZIENSKI,POL,5.910,5.76,Arco_(ITA)_2016,26 August - 27 August 2016,Men
2,DANYIL,BOLDYREV,UKR,6.090,5.81,Arco_(ITA)_2016,26 August - 27 August 2016,Men
3,BASSA,MAWEM,FRA,6.140,6.08,Arco_(ITA)_2016,26 August - 27 August 2016,Men
4,LEONARDO,GONTERO,ITA,6.410,6.19,Arco_(ITA)_2016,26 August - 27 August 2016,Men
5,LIBOR,HROZA,CZE,6.570,6.16,Arco_(ITA)_2016,26 August - 27 August 2016,Men
6,ALEKSANDR,SHIKOV,RUS,6.290,6.26,Arco_(ITA)_2016,26 August - 27 August 2016,Men
7,QUENTIN,NAMBOT,FRA,6.600,7.29,Arco_(ITA)_2016,26 August - 27 August 2016,Men
8,GUILLAUME,MORO,FRA,6.490,8.73,Arco_(ITA)_2016,26 August - 27 August 2016,Men
9,ALESSANDRO,SANTONI,ITA,6.770,6.28,Arco_(ITA)_2016,26 August - 27 August 2016,Men
10,STANISLAV,KOKORIN,RUS,6.460,6.29,Arco_(ITA)_2016,26 August - 27 August 2016,Men
11,LUDOVICO,FOSSALI,ITA,6.840,6.40,Arco_(ITA)_2016,26 August - 27 August 2016,Men
12,ARSENII,BOGOMOLOV,RUS,6.640,6.42,Arco_(ITA)_2016,26 August - 27 August 2016,Men
13,ALEKSANDR,SHILOV,RUS,6.510,6.58,Arco_(ITA)_2016,26 August - 27 August 2016,Men
14,RAFAL,HALASA,POL,6.990,7.24,Arco_(ITA)_2016,26 August - 27 August 2016,Men
15,KOSTIANTYN,PAVLENKO,UKR,6.440,7.31,Arco_(ITA)_2016,26 August - 27 August 2016,Men
16,JAN,KRIZ,CZE,6.720,fall,Arco_(ITA)_2016,26 August - 27 August 2016,Men
17,MICHAL,LEWICKI,POL,7.170,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
18,ISAAC,ESTEVEZ,ECU,7.180,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
19,CRISTIAN,DORIGATTI,ITA,7.280,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
20,LUKAS,KNAPP,AUT,7.590,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
21,LEONARDO,SANDRIN,ITA,7.600,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
22,ALESSANDRO,CINGARI,ITA,7.610,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
23,GABRIELE,RANDI,ITA,7.640,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
24,PAOLO,MARTIGNENE,ITA,7.660,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
25,STANISLAO,ZAMA,ITA,7.860,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
26,NOAH,BRATSCHI,USA,8.080,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
27,DAVIDE,BUOSO,ITA,8.400,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
28,MACIEJ,STYLA,POL,8.520,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
29,GIAN LUCA,ZODDA,ITA,9.550,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
30,MICHAEL,FINN-HENRY,USA,9.650,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
31,AHMED,TOURE,USA,9.970,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
32,DAVID,FIRNENBURG,GER,11.340,,Arco_(ITA)_2016,26 August - 27 August 2016,Men
1,ANOUCK,JAUBERT,FRA,8.260,8.18,Arco_(ITA)_2016,26 August - 27 August 2016,Women
2,IULIIA,KAPLINA,RUS,7.950,fall,Arco_(ITA)_2016,26 August - 27 August 2016,Women
