Rank,Name,,Country,Qualification,Final,event_name,date,gender
3,ANOUCK,JAUBERT,FRA,8.800,8.58,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
4,ALEKSANDRA,MIROSLAW,POL,8.970,fall,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
5,YULIYA,LEVOCHKINA,RUS,9.140,8.89,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
6,ALINA,GAIDAMAKINA,RUS,9.050,8.95,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
7,KLAUDIA,BUCZEK,POL,9.330,9.28,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
8,SUPITA,TITA,INA,9.250,9.61,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
9,MONIKA,PROKOPIUK-KAWECKA,POL,9.810,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
10,EDYTA,ROPEK,POL,9.820,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
11,PUJI,LESTARI,INA,10.770,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
12,MULYANI,MUDJI,INA,11.100,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
13,LAMU,RENQING,CHN,12.320,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
14,WANGMU,RENZENG,CHN,12.330,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
15,RISA,OTA,JPN,25.200,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
16,PETRA,KLINGLER,SUI,fall,,Haiyang_(CHN)_2014,20 June - 22 June 2014,Women
1,DANYIL,BOLDYREV,UKR,6.140,7.20,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
2,MARCIN,DZIENSKI,POL,5.950,fall,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
3,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.300,6.01,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
4,BASSA,MAWEM,FRA,6.000,9.74,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
5,QUENTIN,NAMBOT,FRA,6.260,6.42,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
6,ALESSANDRO,SANTONI,ITA,6.320,6.44,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
7,LIBOR,HROZA,CZE,5.800,7.15,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
8,QIXIN,ZHONG,CHN,6.090,fall,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
9,DMITRII,TIMOFEEV,RUS,6.580,6.25,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
10,ARSENII,SHEVCHENKO,RUS,6.350,6.45,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
11,LEONARDO,GONTERO,ITA,6.310,6.54,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
12,ALEKSANDR,SHIKOV,RUS,6.380,6.54,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
13,AMIR,MAIMURATOV,KAZ,6.430,6.92,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
14,EVGENII,VAITSEKHOVSKII,RUS,6.140,7.59,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
15,YOANN,LE COUSTER,FRA,6.610,8.76,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
16,STANISLAV,KOKORIN,RUS,6.310,false start,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
17,ROBERT,STEWART-PATTERSON,CAN,6.800,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
18,JEDRZEJ,KOMOSINSKI,POL,6.880,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
19,VLADISLAV,DEULIN,RUS,6.900,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
19,YAROSLAV,GONTARYK,UKR,6.900,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
21,ANTON,POLIAKOV,RUS,6.940,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
22,LUDOVICO,FOSSALI,ITA,7.060,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
23,KAROL,DENIS,POL,7.170,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
24,VIACHESLAV,VEDENCHUK,RUS,7.180,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
25,TOMMASO,PASQUA,ITA,7.440,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
26,MICHAL,LEWICKI,POL,7.700,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
26,TOMASZ,SORDYL,POL,7.700,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
28,ALBAN,LEVIER,FRA,8.940,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
29,PETR,BURIAN,CZE,8.990,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
30,JOSHUA,BOSLER,GER,9.000,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
31,SEAN,MCCOLL,CAN,9.110,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Men
1,ALINA,GAIDAMAKINA,RUS,8.700,8.30,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
2,ALEKSANDRA,MIROSLAW,POL,8.290,fall,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
3,MARIIA,KRASAVINA,RUS,8.990,7.70,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
4,ANOUCK,JAUBERT,FRA,8.000,9.44,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
5,IULIIA,KAPLINA,RUS,7.700,8.75,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
6,ALEXANDRA,ELMER,AUT,9.010,9.05,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
7,KLAUDIA,BUCZEK,POL,8.470,9.49,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
8,MONIKA,PROKOPIUK-KAWECKA,POL,8.910,13.49,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
9,PATRYCJA,CHUDZIAK,POL,8.750,8.95,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
10,ELENA,TIMOFEEVA,RUS,8.330,9.14,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
11,ANASTASIIA,GOLIKOVA,RUS,9.190,9.15,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
12,YULIYA,LEVOCHKINA,RUS,8.690,9.25,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
13,YANA,LUGOVENKO,UKR,9.280,9.55,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
14,MARGOT,HEITZ,FRA,8.300,9.73,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
15,NINA,LACH,AUT,9.480,9.92,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
16,EDYTA,ROPEK,POL,8.400,10.52,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
17,TATIANA,SKORODUMOVA,RUS,9.620,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
18,ANNA,TSYGANOVA,RUS,9.690,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
19,ALLA,MARENYCH,UKR,9.770,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
20,ANNA,KOLOKOVSKA,UKR,9.850,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
21,STEFANIE,PICHLER,AUT,10.170,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
22,YULIA,KHUTOROVA,RUS,10.240,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
23,SVETLANA,MOTOVILOVA,RUS,11.160,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
24,ANDREA,POKORNA,CZE,14.300,,Chamonix_(FRA)_2014,10 July - 12 July 2014,Women
1,LIBOR,HROZA,CZE,5.760,6.44,Arco_(ITA)_2014,30 August - 31 August 2014,Men
2,BASSA,MAWEM,FRA,6.140,6.58,Arco_(ITA)_2014,30 August - 31 August 2014,Men
3,ALESSANDRO,SANTONI,ITA,6.300,wildcard,Arco_(ITA)_2014,30 August - 31 August 2014,Men
4,MARCIN,DZIENSKI,POL,6.140,false start,Arco_(ITA)_2014,30 August - 31 August 2014,Men
5,DANYIL,BOLDYREV,UKR,6.320,5.75,Arco_(ITA)_2014,30 August - 31 August 2014,Men
6,STANISLAV,KOKORIN,RUS,6.160,6.44,Arco_(ITA)_2014,30 August - 31 August 2014,Men
7,ARSENII,SHEVCHENKO,RUS,6.570,6.45,Arco_(ITA)_2014,30 August - 31 August 2014,Men
8,QUENTIN,NAMBOT,FRA,6.690,6.68,Arco_(ITA)_2014,30 August - 31 August 2014,Men
9,LEONARDO,GONTERO,ITA,6.630,6.35,Arco_(ITA)_2014,30 August - 31 August 2014,Men
10,ISAAC,ESTEVEZ,ECU,6.790,6.43,Arco_(ITA)_2014,30 August - 31 August 2014,Men
11,JEDRZEJ,KOMOSINSKI,POL,6.670,6.51,Arco_(ITA)_2014,30 August - 31 August 2014,Men
12,ALEKSANDR,SHIKOV,RUS,6.410,6.55,Arco_(ITA)_2014,30 August - 31 August 2014,Men
13,VLADISLAV,DEULIN,RUS,6.620,6.64,Arco_(ITA)_2014,30 August - 31 August 2014,Men
14,YAROSLAV,GONTARYK,UKR,6.530,6.72,Arco_(ITA)_2014,30 August - 31 August 2014,Men
15,EVGENII,VAITSEKHOVSKII,RUS,6.250,8.34,Arco_(ITA)_2014,30 August - 31 August 2014,Men
16,QIXIN,ZHONG,CHN,5.950,8.37,Arco_(ITA)_2014,30 August - 31 August 2014,Men
17,YOANN,LE COUSTER,FRA,6.850,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
18,RAFAL,HALASA,POL,6.910,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
19,VOLODYMYR,ZINCHENKO,UKR,6.930,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
20,LUDOVICO,FOSSALI,ITA,7.020,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
21,DMITRII,TIMOFEEV,RUS,7.360,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
22,ROBERT,STEWART-PATTERSON,CAN,7.520,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
23,LINCAI,ZHONG,CHN,7.600,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
24,MICHAL,LEWICKI,POL,7.700,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
25,KAROL,DENIS,POL,7.760,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
26,TOMMASO,PASQUA,ITA,7.840,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
27,STANISLAO,ZAMA,ITA,8.030,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
28,MATTHIAS,ERBER,AUT,8.170,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
29,SEAN,MCCOLL,CAN,8.910,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
30,JOSUE,MANOSALVAS,ECU,8.940,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
31,DOMINIC,LABARGE,USA,8.990,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
32,SERGEI,LUZHETSKII,RUS,false start,,Arco_(ITA)_2014,30 August - 31 August 2014,Men
1,ANOUCK,JAUBERT,FRA,8.280,7.95,Arco_(ITA)_2014,30 August - 31 August 2014,Women
2,YULIYA,LEVOCHKINA,RUS,8.390,8.39,Arco_(ITA)_2014,30 August - 31 August 2014,Women
3,MARIIA,KRASAVINA,RUS,8.050,8.11,Arco_(ITA)_2014,30 August - 31 August 2014,Women
4,PATRYCJA,CHUDZIAK,POL,9.720,8.84,Arco_(ITA)_2014,30 August - 31 August 2014,Women
5,ALLA,MARENYCH,UKR,8.820,8.52,Arco_(ITA)_2014,30 August - 31 August 2014,Women
6,MONIKA,PROKOPIUK-KAWECKA,POL,9.280,8.90,Arco_(ITA)_2014,30 August - 31 August 2014,Women
7,ANNA,TSYGANOVA,RUS,8.440,11.39,Arco_(ITA)_2014,30 August - 31 August 2014,Women
8,YANA,LUGOVENKO,UKR,8.980,fall,Arco_(ITA)_2014,30 August - 31 August 2014,Women
9,EDYTA,ROPEK,POL,8.440,9.27,Arco_(ITA)_2014,30 August - 31 August 2014,Women
10,ALEXANDRA,ELMER,AUT,9.610,9.32,Arco_(ITA)_2014,30 August - 31 August 2014,Women
11,SVETLANA,MOTOVILOVA,RUS,9.670,9.35,Arco_(ITA)_2014,30 August - 31 August 2014,Women
12,NINA,LACH,AUT,9.540,9.50,Arco_(ITA)_2014,30 August - 31 August 2014,Women
13,ALINA,GAIDAMAKINA,RUS,8.530,9.93,Arco_(ITA)_2014,30 August - 31 August 2014,Women
14,ANNA,BROZEK,POL,10.010,9.99,Arco_(ITA)_2014,30 August - 31 August 2014,Women
15,IULIIA,KAPLINA,RUS,8.110,fall,Arco_(ITA)_2014,30 August - 31 August 2014,Women
16,ALEKSANDRA,MIROSLAW,POL,8.480,fall,Arco_(ITA)_2014,30 August - 31 August 2014,Women
17,MARGARYTA,ZAKHAROVA,UKR,10.020,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
18,KLAUDIA,BUCZEK,POL,10.390,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
19,GRACE,MCKEEHAN,USA,10.740,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
20,ANNA,KOLOKOVSKA,UKR,10.840,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
21,ERIKA,MATTIOLI,ITA,10.990,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
22,MARGARITA,MARSANOVA,USA,11.070,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
23,ANDREA,ROJAS,ECU,11.320,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
24,GIORGIA,RANDI,ITA,11.430,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
25,NICOLE,MEJIA,ECU,11.450,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
26,TERESA,GALLUCCI,ITA,12.210,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
27,MARISA,ROMERO,USA,12.240,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
28,GINEVRA,CASELLATO,ITA,13.470,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
29,CAROLINA,ROSERO,ECU,16.610,,Arco_(ITA)_2014,30 August - 31 August 2014,Women
1,DANYIL,BOLDYREV,UKR,5.990,5.60,Gijon_(ESP)_2014,8 September - 14 September 2014,Men
2,STANISLAV,KOKORIN,RUS,6.140,5.92,Gijon_(ESP)_2014,8 September - 14 September 2014,Men
3,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.180,6.11,Gijon_(ESP)_2014,8 September - 14 September 2014,Men
4,EVGENII,VAITSEKHOVSKII,RUS,6.470,6.18,Gijon_(ESP)_2014,8 September - 14 September 2014,Men
