Rank,Name,,Country,Qualification,Final,event_name,date,gender
34,DEMYAN,ZAYTSEV,RUS,6.960,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
35,ZHIYONG,OU,CHN,7.010,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
36,FENGQI,WANG,CHN,7.070,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
37,NIKOLAI,IARILOVETS,RUS,7.140,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
38,SERGEI,RUKIN,RUS,7.400,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
39,GEORGY,ARTAMONOV,RUS,7.430,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
40,ARTYOM,DEVYATERIKOV,KAZ,7.620,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
41,YUFEI,PAN,CHN,7.630,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
42,MIKEL ASIER,LINACISORO MOLINA,ESP,7.870,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
43,YOSHIYUKI,OGATA,JPN,7.900,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
44,PETR,BURIAN,CZE,7.960,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
45,ALEXEY,PANFILOV,KAZ,7.980,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
46,JOSH,LEVIN,USA,8.170,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
47,SZYMON,PECIKIEWICZ,POL,8.200,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
48,SEAN,MCCOLL,CAN,8.390,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
49,KOKORO,FUJII,JPN,8.500,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
50,JAKOB,SCHUBERT,AUT,8.550,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
51,FILIP,SCHENK,ITA,8.660,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
52,MIKHAIL,BABICHEV,RUS,8.760,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
53,BORNA,CUJIC,CRO,8.800,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
54,MATEJ,BURIAN,CZE,8.850,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
54,TOMOA,NARASAKI,JPN,8.850,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
56,TAISEI,ISHIMATSU,JPN,8.860,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
57,KEITA,DOHI,JPN,9.110,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
58,JAVIER,CANO BLAZQUEZ,ESP,9.250,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
59,HAIBIN,QU,CHN,9.280,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
60,MORITZ,HANS,GER,9.320,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
61,DICHONG,HUANG,CHN,9.360,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
62,ARSENII,BOGOMOLOV,RUS,9.470,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
63,SIMON,LORENZI,BEL,9.490,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
64,YANNICK,FLOHÉ,GER,9.580,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
65,JONATAN,FLOR VAZQUEZ,ESP,9.690,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
66,DAVID,FIRNENBURG,GER,9.730,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
67,YUVAL,SHEMLA,ISR,10.340,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
68,VLADISLAV,SHEVCHENKO,RUS,10.760,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
69,NICOLAS,COLLIN,BEL,10.980,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
70,NIMROD,MARCUS,ISR,13.060,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
71,BOHDAN,BOTNAR,UKR,fall,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
71,KAI,HARADA,JPN,false start,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
71,DMITRY,KARAVAEV,BLR,false start,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
71,ALIMZHAN,MYRZABEKOV,KAZ,false start,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
71,ALEKSANDR,SHILOV,RUS,false start,,Moscow_(RUS)_2018,21 April - 22 April 2018,Men
1,ANOUCK,JAUBERT,FRA,7.720,wildcard,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
2,IULIIA,KAPLINA,RUS,7.760,false start,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
3,ELENA,TIMOFEEVA,RUS,7.990,7.61,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
4,ARIES,SUSANTI RAHAYU,INA,8.310,8.47,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
5,MARIIA,KRASAVINA,RUS,8.120,7.77,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
6,RAJIAH,SALLSABILLAH,INA,8.110,7.88,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
7,ANNA,TSYGANOVA,RUS,8.090,9.52,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
8,SANTI,WELLYANTI,INA,8.310,false start,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
9,PUJI,LESTARI,INA,8.530,9.86,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
10,ELIZAVETA,IVANOVA,RUS,8.220,100.00,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
11,ALEKSANDRA,KALUCKA,POL,7.910,false start,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
12,SARI,AGUSTINA,INA,7.960,false start,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
13,AURELIA,SARISSON,FRA,8.170,false start,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
14,ELENA,REMIZOVA,RUS,8.230,fall,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
15,CUILIAN,HE,CHN,8.300,fall,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
16,ELMA,FLEURET,FRA,8.520,fall,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
17,EKATERINA,BARASHCHUK,RUS,8.550,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
18,KAMILLA,KUSHAEVA,RUS,8.600,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
19,POLINA,AKSENOVA,RUS,8.610,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
20,VICTOIRE,ANDRIER,FRA,8.640,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
21,DARIA,KAN,RUS,8.690,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
22,KLAUDIA,BUCZEK,POL,8.780,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
23,FITRIYANI,FITRIYANI,INA,8.920,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
23,ALLA,MARENYCH,UKR,8.920,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
25,DI,NIU,CHN,8.930,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
26,ANDREA,ROJAS,ECU,8.940,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
27,KSENIIA,PETROVA,RUS,9.030,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
28,HAIMEI,QIU,CHN,9.080,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
29,ASSEL,MARLENOVA,KAZ,9.090,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
30,SVETLANA,SHAROVA,RUS,9.130,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
31,ALEXANDRA,ELMER,AUT,9.140,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
32,ELENA,KRASOVSKAIA,RUS,9.180,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
33,KARINA,GAREEVA,RUS,9.190,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
34,ANNA,BROZEK,POL,9.350,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
35,LUIZA,EMELEVA,RUS,9.530,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
36,PATRYCJA,CHUDZIAK,POL,9.600,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
36,POLINA,KULAGINA,RUS,9.600,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
38,NINA,LACH,AUT,9.630,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
39,IULIIA,PANTELEEVA,RUS,9.950,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
40,NURUL,IQAMAH,INA,10.080,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
41,EDYTA,ROPEK,POL,10.280,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
42,DARINA,GALAGANOVA,RUS,10.311,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
43,NATALIIA,STEPANOVA,RUS,10.360,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
44,MIHO,NONAKA,JPN,10.510,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
45,FUTABA,ITO,JPN,10.660,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
46,AZAM,KARAMI,IRI,10.730,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
47,VALERIIA,DERIABINA,RUS,10.830,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
48,ELNAZ,REKABI,IRI,10.900,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
49,IRINA,SABITOVA,RUS,11.000,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
50,NANAKO,KURA,JPN,11.190,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
51,VALENTINA,AGUADO,ARG,11.210,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
52,MARGARYTA,ZAKHAROVA,UKR,11.240,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
53,AKIYO,NOGUCHI,JPN,11.610,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
54,JULIA,CHANOURDIE,FRA,11.630,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
55,FATEMEH,JAFARI MAHMODABADI,IRI,11.780,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
56,MAGGIE,HAMMER,USA,11.830,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
57,HADIS,NAZARIROBATI,IRI,12.050,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
58,CHLOE,CAULIER,BEL,12.160,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
59,BAHAREH,BADRABADI,IRI,12.200,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
60,DINARA,FAKHRITDINOVA,RUS,12.380,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
61,ANDREA,EBNER,ITA,12.910,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
62,MEI,KOTAKE,JPN,12.930,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
63,SAKI,KIKUCHI,JPN,13.050,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
64,MARIIA,MUSIENKO,RUS,13.980,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
65,HELOÏSE,DOUMONT,BEL,16.960,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
66,LISA,HAMMER,USA,20.020,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
67,ELISABETTA,DALLA BRIDA,ITA,false start,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
67,HUNG YING,LEE,TPE,false start,,Moscow_(RUS)_2018,21 April - 22 April 2018,Women
1,DMITRII,TIMOFEEV,RUS,6.050,5.76,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
2,ASPAR,ASPAR,INA,5.970,6.83,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
3,DANYIL,BOLDYREV,UKR,6.060,5.73,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
4,JINXIN,LI,CHN,6.190,5.88,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
5,BASSA,MAWEM,FRA,5.900,5.80,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
6,ALEKSANDR,SHIKOV,RUS,5.910,6.08,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
7,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.710,7.14,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
8,STANISLAV,KOKORIN,RUS,6.000,7.59,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
9,HINAYAH,MUHAMMAD,INA,6.310,6.09,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
10,LUDOVICO,FOSSALI,ITA,6.380,6.19,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
10,ALEKSANDR,SHILOV,RUS,6.380,6.19,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
12,PENGHUI,LIN,CHN,6.380,6.20,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
13,SABRI,SABRI,INA,6.200,6.22,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
14,ARSENII,BOGOMOLOV,RUS,6.340,6.25,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
15,PANGERAN,SEPTO WIBOWO SIBURIAN,INA,6.350,6.93,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
16,VLADISLAV,DEULIN,RUS,6.080,9.83,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
17,MARCIN,DZIENSKI,POL,6.390,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
17,ZHIYONG,OU,CHN,6.390,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
17,KOSTIANTYN,PAVLENKO,UKR,6.390,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
20,GUILLAUME,MORO,FRA,6.420,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
21,YULIANTO,ABUDZAR,INA,6.450,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
22,LEONARDO,GONTERO,ITA,6.500,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
23,RONGQI,LIANG,CHN,6.540,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
24,GUANGFENG,LI,CHN,6.550,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
25,PAUL,EMMANUEL RYAN,SGP,6.580,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
26,ARTEM,KHABIBULLIN,RUS,6.660,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
27,VEDDRIQ,LEONARDO,INA,6.680,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
28,MICKAEL,MAWEM,FRA,6.810,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
29,DICHONG,HUANG,CHN,7.060,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
30,YURONG,DUAN,CHN,7.200,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
31,ALESSANDRO,SANTONI,ITA,7.290,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
32,MANUEL,CORNU,FRA,7.350,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
33,TOMOA,NARASAKI,JPN,7.370,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
34,YOSHIYUKI,OGATA,JPN,7.800,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
35,KOKORO,FUJII,JPN,7.830,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
36,PHANUPHONG,BUNPRAKOP,THA,7.970,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
37,XUEBAN,YANG,CHN,8.010,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
38,CHEUNG-CHI SHOJI,CHAN,HKG,8.030,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
39,KEITA,DOHI,JPN,8.080,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
39,SERGII,TOPISHKO,UKR,8.080,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
41,MICHAEL,PICCOLRUAZ,ITA,8.350,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
41,WINAI,RUANGRIT,THA,8.350,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
43,KAI,HARADA,JPN,8.440,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
44,KIM,MARSCHNER,GER,8.540,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
44,SUFRIYANTO,RINDI,INA,8.540,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
46,CHI-FUNG,AU,HKG,8.730,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
47,TAY,KUAN LIANG,SGP,8.750,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
48,MOHAMAD KAMAL,AMAR HASSAN,SGP,8.890,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
49,DAVID,FIRNENBURG,GER,9.060,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
50,SEAN,MCCOLL,CAN,9.180,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
51,SERGIO,VERDASCO URIZAL,ESP,9.430,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
52,YUXU,LI,CHN,9.670,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
53,JASON,HOLOWACH,CAN,9.850,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
54,RICCARDO,PIAZZA,ITA,10.020,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
55,ERIC,LOPEZ MATEOS,ESP,10.220,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
56,ALEXANDER,AVERDUNK,GER,10.430,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
57,SERGIO,PASTOR MARTÍNEZ,ESP,10.640,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
58,KEIICHIRO,KORENAGA,JPN,10.760,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
59,JONATAN,FLOR VAZQUEZ,ESP,10.820,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
60,GEORGE,SANDERS,NZL,10.840,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
61,MARK,CHAN CHONG KIAT,SGP,11.550,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
62,SAMUEL,MUNDAY,NZL,12.950,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Men
1,ARIES,SUSANTI RAHAYU,INA,7.670,7.51,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
2,ELENA,TIMOFEEVA,RUS,8.410,9.01,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
3,PUJI,LESTARI,INA,8.250,8.10,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
4,ANNA,TSYGANOVA,RUS,8.230,fall,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
5,CUILIAN,HE,CHN,8.010,7.94,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
6,ELENA,REMIZOVA,RUS,8.900,8.07,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
7,SARI,AGUSTINA,INA,8.260,8.17,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
8,ANOUCK,JAUBERT,FRA,7.910,9.40,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
9,MARIIA,KRASAVINA,RUS,8.230,8.02,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
10,NURUL,IQAMAH,INA,8.310,8.25,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
11,VICTOIRE,ANDRIER,FRA,8.790,8.53,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
12,RAJIAH,SALLSABILLAH,INA,8.390,8.57,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
13,YILING,SONG,CHN,8.550,8.80,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
14,KLAUDIA,BUCZEK,POL,8.990,8.92,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
15,ANNA,BROZEK,POL,8.630,9.35,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
16,IULIIA,KAPLINA,RUS,7.840,10.13,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
17,ELMA,FLEURET,FRA,9.040,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
18,DI,NIU,CHN,9.050,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
19,ALLA,MARENYCH,UKR,9.090,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
20,SANTI,WELLYANTI,INA,9.270,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
21,HAIMEI,QIU,CHN,9.280,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
22,FITRIYANI,FITRIYANI,INA,9.350,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
23,EDYTA,ROPEK,POL,9.410,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
24,LIJUAN,DENG,CHN,9.540,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
25,XUHUA,PAN,CHN,9.640,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
26,DARIA,KAN,RUS,9.850,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
27,IULIIA,PANTELEEVA,RUS,10.320,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
28,HUNG YING,LEE,TPE,10.330,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
29,LAMU,RENQING,CHN,10.480,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
30,KYRA,CONDIE,USA,10.540,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
31,FUTABA,ITO,JPN,10.980,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
32,NANAKO,KURA,JPN,11.380,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
33,AKIYO,NOGUCHI,JPN,12.430,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
34,AURELIA,SARISSON,FRA,12.510,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
35,ALANNAH,YIP,CAN,12.800,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
36,MAO,NAKAMURA,JPN,12.900,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
37,NARADA,DISYABUT,THA,12.960,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
38,STEFANIE ANN,LOW SU YING,SGP,13.430,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
39,MEI,KOTAKE,JPN,13.950,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
40,AZMIE,NADIRAH,SGP,14.310,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
41,VANESSA SI YINN,TENG,SGP,15.540,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
42,SARAH,TETZLAFF,NZL,17.780,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
43,PANKAEW,PLYPOOLSUP,THA,false start,,Chongqing_(CHN)_2018,5 May - 6 May 2018,Women
1,BASSA,MAWEM,FRA,5.820,5.68,Tai'an_(CHN)_2018,12 May - 13 May 2018,Men
2,SABRI,SABRI,INA,5.940,5.75,Tai'an_(CHN)_2018,12 May - 13 May 2018,Men
3,DMITRII,TIMOFEEV,RUS,5.990,wildcard,Tai'an_(CHN)_2018,12 May - 13 May 2018,Men
4,ASPAR,ASPAR,INA,5.690,false start,Tai'an_(CHN)_2018,12 May - 13 May 2018,Men
5,STANISLAV,KOKORIN,RUS,6.060,5.94,Tai'an_(CHN)_2018,12 May - 13 May 2018,Men
6,ALFIAN,MUHAMMAD FAJRI,INA,6.220,7.31,Tai'an_(CHN)_2018,12 May - 13 May 2018,Men
