Rank,Name,,Country,Qualification,Final,event_name,date,gender
32,LAMU,RENQING,CHN,14.710,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
33,MICHELA,FACCI,ITA,14.820,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
34,SIMONA,KORCOVA,SVK,15.600,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
35,ANDREA,ROJAS,ECU,15.690,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
36,DINARA,IRSALIYEVA,KAZ,15.870,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
37,REBEKKA,STOTZ,SUI,16.530,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
38,ALEX,JOHNSON,USA,16.940,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
39,DELANEY,MILLER,USA,17.260,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
40,CAROLINA,ROSERO,ECU,17.740,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
41,ELISE,SETHNA,CAN,18.250,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
42,ANNA,STÖHR,AUT,18.400,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
43,KATA,IMREI,HUN,18.490,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
44,MARIA,GEORGIEVA,BUL,19.190,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
45,JENNY,LAVARDA,ITA,19.450,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
46,AMELIA,METCALF,USA,20.190,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
47,BARBARA,BACHER,AUT,22.660,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
48,NATALIJA,GROS,SLO,22.890,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
49,TINA JOHNSEN,HAFSAAS,NOR,24.140,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
50,MINA,MARKOVIC,SLO,24.510,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
51,ALIZÉE,DUFRAISSE,FRA,24.850,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
52,ALEXANDRA,EYER,SUI,27.610,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
53,SASHA,DIGIULIAN,USA,43.870,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
54,LUCIA,KORCOVA,SVK,fall,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
54,MARIAM,KURDIANI,GEO,fall,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
1,SERGEY,ABDRAKHMANOV,RUS,13.940,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
2,SERGEI,SINITCYN,RUS,15.440,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
3,LUKASZ,SWIRK,POL,13.090,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
4,ZUFAR,NIGMANOV,RUS,15.470,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
5,STANISLAV,KOKORIN,RUS,12.330,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
5,JEDRZEJ,KOMOSINSKI,POL,14.270,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
5,ARSENII,SHEVCHENKO,RUS,16.410,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
5,EVGENII,VAITSEKHOVSKII,RUS,14.280,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
9,LIBOR,HROZA,CZE,17.610,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
10,GIANLUCA,SIROTTI,ITA,18.170,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
11,KOSTIANTYN,PODCHESOV,UKR,18.430,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
12,PAWEŁ,SIKORA,POL,18.520,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
13,MICHEL,SIROTTI,ITA,19.790,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
14,FABIAN,BOSLER,GER,33.860,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
15,MAXIMILIAN,PORSCHA,GER,36.150,,Daone_(ITA)_2011,6 August - 7 August 2011,Men
1,EDYTA,ROPEK,POL,22.980,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
2,VALENTINA,YURINA,RUS,24.110,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
3,SARA,MORANDI,ITA,21.170,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
4,MARIIA,KRASAVINA,RUS,24.200,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
5,KSENIIA,ALEKSEEVA,RUS,23.920,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
5,OLEKSANDRA,BUD GUSAIM,UKR,24.510,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
5,ALINA,GAIDAMAKINA,RUS,21.130,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
5,YULIYA,LEVOCHKINA,RUS,23.410,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
9,KLAUDIA,BUCZEK,POL,27.080,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
10,MONIKA,PROKOPIUK-KAWECKA,POL,27.500,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
11,ANASTASIYA,SAVISKO,UKR,28.060,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
12,YULIA,VAYTSEKHOVSKAYA,RUS,28.600,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
13,ANNA,KOLOKOVSKA,UKR,35.150,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
14,LUCELIA,BLANCO,VEN,40.630,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
15,ISABELL,HAAG,GER,47.660,,Daone_(ITA)_2011,6 August - 7 August 2011,Women
1,QIXIN,ZHONG,CHN,6.340,6.33,Xining_(CHN)_2011,2 September - 3 September 2011,Men
2,LUKASZ,SWIRK,POL,7.310,6.77,Xining_(CHN)_2011,2 September - 3 September 2011,Men
3,PANDU ASMORO,GALAR,INA,7.960,7.73,Xining_(CHN)_2011,2 September - 3 September 2011,Men
4,SERGEI,SINITCYN,RUS,6.920,fall,Xining_(CHN)_2011,2 September - 3 September 2011,Men
5,JEDRZEJ,KOMOSINSKI,POL,7.350,6.60,Xining_(CHN)_2011,2 September - 3 September 2011,Men
6,LIBOR,HROZA,CZE,7.750,8.15,Xining_(CHN)_2011,2 September - 3 September 2011,Men
7,SERGEY,ABDRAKHMANOV,RUS,8.400,fall,Xining_(CHN)_2011,2 September - 3 September 2011,Men
8,ARSENII,SHEVCHENKO,RUS,7.480,fall,Xining_(CHN)_2011,2 September - 3 September 2011,Men
9,EVGENII,VAITSEKHOVSKII,RUS,6.790,7.05,Xining_(CHN)_2011,2 September - 3 September 2011,Men
10,TONNY,MAMIRI,INA,7.410,7.29,Xining_(CHN)_2011,2 September - 3 September 2011,Men
11,YULIANTO,ABUDZAR,INA,7.290,8.10,Xining_(CHN)_2011,2 September - 3 September 2011,Men
12,STANISLAV,KOKORIN,RUS,6.410,8.65,Xining_(CHN)_2011,2 September - 3 September 2011,Men
13,NING,ZHANG,CHN,7.460,9.96,Xining_(CHN)_2011,2 September - 3 September 2011,Men
14,EVGENY,ASTASHKIN,RUS,6.620,fall,Xining_(CHN)_2011,2 September - 3 September 2011,Men
15,LINCAI,ZHONG,CHN,7.610,fall,Xining_(CHN)_2011,2 September - 3 September 2011,Men
16,ZUFAR,NIGMANOV,RUS,8.440,fall,Xining_(CHN)_2011,2 September - 3 September 2011,Men
17,JIACUO,SUOLANG,CHN,8.820,,Xining_(CHN)_2011,2 September - 3 September 2011,Men
18,JIUN-JIE,TZENG,TPE,9.330,,Xining_(CHN)_2011,2 September - 3 September 2011,Men
19,ZIDA,MA,CHN,9.810,,Xining_(CHN)_2011,2 September - 3 September 2011,Men
1,MARIIA,KRASAVINA,RUS,9.320,8.89,Xining_(CHN)_2011,2 September - 3 September 2011,Women
2,KSENIIA,ALEKSEEVA,RUS,10.160,13.09,Xining_(CHN)_2011,2 September - 3 September 2011,Women
3,YULIYA,LEVOCHKINA,RUS,10.150,9.42,Xining_(CHN)_2011,2 September - 3 September 2011,Women
4,EVI,NELIWATI,INA,10.320,10.13,Xining_(CHN)_2011,2 September - 3 September 2011,Women
5,CUILIAN,HE,CHN,9.860,9.68,Xining_(CHN)_2011,2 September - 3 September 2011,Women
6,EDYTA,ROPEK,POL,10.130,9.72,Xining_(CHN)_2011,2 September - 3 September 2011,Women
7,ALINA,GAIDAMAKINA,RUS,9.840,9.92,Xining_(CHN)_2011,2 September - 3 September 2011,Women
8,HUNG YING,LEE,TPE,10.720,fall,Xining_(CHN)_2011,2 September - 3 September 2011,Women
9,TAMARA,ULZHABAYEVA,KAZ,10.730,10.60,Xining_(CHN)_2011,2 September - 3 September 2011,Women
10,XUHUA,PAN,CHN,11.090,10.76,Xining_(CHN)_2011,2 September - 3 September 2011,Women
11,YANG,WANG,CHN,11.710,10.92,Xining_(CHN)_2011,2 September - 3 September 2011,Women
12,WANGMU,RENZENG,CHN,12.170,11.42,Xining_(CHN)_2011,2 September - 3 September 2011,Women
13,LAMU,RENQING,CHN,12.280,11.78,Xining_(CHN)_2011,2 September - 3 September 2011,Women
14,ANNA,TSYGANOVA,RUS,10.630,12.13,Xining_(CHN)_2011,2 September - 3 September 2011,Women
15,WANGMU,GESANG,CHN,12.400,12.29,Xining_(CHN)_2011,2 September - 3 September 2011,Women
16,SUPITA,TITA,INA,11.610,13.77,Xining_(CHN)_2011,2 September - 3 September 2011,Women
17,SANTI,WELLYANTI,INA,12.480,,Xining_(CHN)_2011,2 September - 3 September 2011,Women
18,RONG,JIANG,CHN,13.650,,Xining_(CHN)_2011,2 September - 3 September 2011,Women
1,EVGENII,VAITSEKHOVSKII,RUS,6.850,7.61,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
2,PANDU ASMORO,GALAR,INA,7.180,fall,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
3,SERGEY,ABDRAKHMANOV,RUS,6.960,6.72,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
4,SERGEI,SINITCYN,RUS,6.860,8.70,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
5,LUKASZ,SWIRK,POL,6.850,6.86,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
6,YULIANTO,ABUDZAR,INA,6.960,7.20,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
7,EVGENY,ASTASHKIN,RUS,8.230,7.94,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
8,JEDRZEJ,KOMOSINSKI,POL,6.680,8.50,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
9,LIBOR,HROZA,CZE,7.350,7.12,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
10,NING,ZHANG,CHN,7.480,7.16,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
11,ARSENII,SHEVCHENKO,RUS,7.660,7.48,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
12,ALEXEY,MOLCHANOV,KAZ,8.150,7.85,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
13,TONNY,MAMIRI,INA,7.890,7.92,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
14,JIUN-JIE,TZENG,TPE,8.630,8.49,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
15,LINCAI,ZHONG,CHN,7.280,8.52,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
16,STANISLAV,KOKORIN,RUS,6.820,9.98,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
17,ZUFAR,NIGMANOV,RUS,9.030,,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
18,CHI-WAI,LAI,HKG,9.330,,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
19,RUIZHI,CHEN,CHN,9.950,,Changzhi_(CHN)_2011,7 September - 8 September 2011,Men
1,ALINA,GAIDAMAKINA,RUS,9.820,10.05,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
2,CUILIAN,HE,CHN,10.400,11.10,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
3,EDYTA,ROPEK,POL,10.390,9.42,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
4,YULIYA,LEVOCHKINA,RUS,9.840,9.65,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
5,KSENIIA,ALEKSEEVA,RUS,10.000,9.56,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
6,EVI,NELIWATI,INA,9.570,9.78,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
7,ANNA,TSYGANOVA,RUS,10.160,10.01,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
8,MARIIA,KRASAVINA,RUS,9.760,10.49,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
9,TAMARA,ULZHABAYEVA,KAZ,10.850,10.22,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
10,YANG,WANG,CHN,10.810,11.18,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
11,SUPITA,TITA,INA,11.340,11.42,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
12,WANGMU,RENZENG,CHN,11.750,11.62,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
13,SANTI,WELLYANTI,INA,11.190,11.78,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
14,LAMU,RENQING,CHN,12.690,11.99,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
15,HUNG YING,LEE,TPE,11.380,14.19,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
16,XUHUA,PAN,CHN,11.230,fall,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
17,RONG,JIANG,CHN,13.090,,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
18,WANGMU,GESANG,CHN,13.670,,Changzhi_(CHN)_2011,7 September - 8 September 2011,Women
