Rank,Name,,Country,Qualification,Final,event_name,date,gender
17,MICHEL,SIROTTI,ITA,8.330,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
19,VIACHESLAV,VEDENCHUK,RUS,8.370,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
20,CSABA,KOMONDI,HUN,8.560,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
21,FABIAN,BOSLER,GER,8.580,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
22,ARMAN,TER-MINASYAN,RUS,8.590,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
23,MAXIMILIAN,PORSCHA,GER,8.600,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
24,EREKLE,MIKELADZE,GEO,8.690,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
24,GIANLUCA,SIROTTI,ITA,8.690,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
26,YURY,NOVITSKIY,RUS,8.760,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
27,BENCE,GÁL,HUN,9.020,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
28,SIMON,BOSLER,GER,9.030,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
29,MÁTÉ,GÁL,HUN,9.600,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
30,ANDREAS,LEEMANN,SUI,10.440,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
31,ROLANDS,RUGENS,LAT,11.760,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
32,JONAS,KREIS,SUI,12.540,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
33,MARTIN,MICKA,CZE,14.900,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
34,GIORGI,GABULDANI,GEO,16.820,,Milano_(ITA)_2011,14 April - 17 April 2011,Men
1,KSENIIA,ALEKSEEVA,RUS,10.200,9.96,Milano_(ITA)_2011,14 April - 17 April 2011,Women
2,MARIIA,KRASAVINA,RUS,10.130,10.35,Milano_(ITA)_2011,14 April - 17 April 2011,Women
3,EDYTA,ROPEK,POL,10.640,9.97,Milano_(ITA)_2011,14 April - 17 April 2011,Women
4,KLAUDIA,BUCZEK,POL,10.620,10.36,Milano_(ITA)_2011,14 April - 17 April 2011,Women
5,YULIYA,LEVOCHKINA,RUS,11.190,10.73,Milano_(ITA)_2011,14 April - 17 April 2011,Women
6,VALENTINA,YURINA,RUS,11.430,11.04,Milano_(ITA)_2011,14 April - 17 April 2011,Women
7,LUCELIA,BLANCO,VEN,11.010,11.94,Milano_(ITA)_2011,14 April - 17 April 2011,Women
8,MONIKA,PROKOPIUK-KAWECKA,POL,11.120,12.28,Milano_(ITA)_2011,14 April - 17 April 2011,Women
9,PETRA,KLINGLER,SUI,11.790,11.52,Milano_(ITA)_2011,14 April - 17 April 2011,Women
10,ANOUCK,JAUBERT,FRA,11.350,11.73,Milano_(ITA)_2011,14 April - 17 April 2011,Women
11,KSENIYA,POLEKHINA,RUS,11.360,11.95,Milano_(ITA)_2011,14 April - 17 April 2011,Women
12,OLEKSANDRA,BUD GUSAIM,UKR,11.860,12.01,Milano_(ITA)_2011,14 April - 17 April 2011,Women
13,OLENA,RYEPKO,UKR,11.760,12.20,Milano_(ITA)_2011,14 April - 17 April 2011,Women
14,STEFANIE,PICHLER,AUT,11.330,12.24,Milano_(ITA)_2011,14 April - 17 April 2011,Women
15,TAMARA,ULZHABAYEVA,KAZ,11.780,12.42,Milano_(ITA)_2011,14 April - 17 April 2011,Women
16,ESTHER,BRUCKNER,FRA,10.840,13.06,Milano_(ITA)_2011,14 April - 17 April 2011,Women
17,EKATERINA,BOYARSKIKH,RUS,11.880,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
18,ANNA,TSYGANOVA,RUS,12.340,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
19,ISABELL,HAAG,GER,12.800,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
20,ANNA,STENKOVAYA,RUS,12.880,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
21,SARA,MORANDI,ITA,13.570,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
22,FEDERICA,MINGOLLA,ITA,13.810,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
23,ANDREA,FICHTNER,GER,14.490,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
24,MICHELA,FACCI,ITA,15.010,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
25,ANNA,WAGNEROVA,CZE,15.050,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
26,CHIARA,LIMONTA,ITA,16.750,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
27,SIMONA,KORCOVA,SVK,20.780,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
28,LUCIA,KORCOVA,SVK,23.090,,Milano_(ITA)_2011,14 April - 17 April 2011,Women
1,SERGEY,ABDRAKHMANOV,RUS,6.870,6.37,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
2,LIBOR,HROZA,CZE,7.300,7.74,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
3,QIXIN,ZHONG,CHN,6.620,7.45,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
4,SERGEI,SINITCYN,RUS,7.260,8.58,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
5,LUKASZ,SWIRK,POL,6.860,6.79,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
6,IVAN,NOVIKOV,RUS,6.890,7.39,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
7,YAROSLAV,GONTARYK,UKR,7.210,7.39,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
8,STANISLAV,KOKORIN,RUS,6.470,11.81,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
9,ZUFAR,NIGMANOV,RUS,7.150,7.09,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
10,KONSTANTIN,PAYL,RUS,7.280,7.10,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
11,SAYAT,BOKANOV,KAZ,7.540,7.23,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
12,DANYIL,BOLDYREV,UKR,7.340,7.31,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
13,MARCIN,DZIENSKI,POL,7.490,7.36,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
14,OLEKSIY,YURKO,UKR,7.370,7.99,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
15,VIACHESLAV,VEDENCHUK,RUS,7.220,8.23,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
16,ISAAC,ESTEVEZ,ECU,7.600,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
16,LEONARDO,GONTERO,ITA,7.600,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
18,MAKSYM,OSIPOV,UKR,7.640,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
19,MÁTÉ,GÁL,HUN,7.670,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
19,ANDRII,KYTAIKO,UKR,7.670,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
21,MAKSYM,STYENKOVYY,UKR,7.730,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
22,ARSENIY,KURUNOV,RUS,7.820,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
23,YOANN,LE COUSTER,FRA,7.890,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
24,YUHANG,ZHANG,CHN,7.960,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
25,NIKOLAY,FEDOROV,RUS,7.980,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
26,YAROSLAV,TOPAL,UKR,8.020,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
27,ALEXEY,MOLCHANOV,KAZ,8.040,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
28,ANDRES,QUINTEROS,ECU,8.120,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
29,NIKITA,DEVYATERIKOV,KAZ,8.160,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
30,ALEXANDR,NIGMATULIN,KAZ,8.170,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
31,EVGENII,VAITSEKHOVSKII,RUS,8.260,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
32,JEDRZEJ,KOMOSINSKI,POL,8.270,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
33,CSABA,KOMONDI,HUN,8.320,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
34,GIANLUCA,SIROTTI,ITA,8.460,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
35,BASSA,MAWEM,FRA,8.500,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
36,HRYHORII,LISOVSKYI,UKR,8.540,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
37,FABIAN,BOSLER,GER,8.720,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
38,MAXIMILIAN,PORSCHA,GER,8.730,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
39,STEFANO,GHISOLFI,ITA,8.790,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
40,BENCE,GÁL,HUN,8.980,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
41,MICHEL,SIROTTI,ITA,9.230,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
42,ARTYOM,DEVYATERIKOV,KAZ,10.070,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
43,JIACUO,SUOLANG,CHN,10.810,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
44,ESTEBAN,EGUEZ,ECU,11.360,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
45,MARTIN,MICKA,CZE,15.110,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Men
1,EDYTA,ROPEK,POL,9.850,9.31,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
2,ALINA,GAIDAMAKINA,RUS,10.400,9.45,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
3,MARIIA,KRASAVINA,RUS,10.090,9.67,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
4,ANOUCK,JAUBERT,FRA,10.090,10.40,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
5,ANNA,TSYGANOVA,RUS,10.040,9.75,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
6,MARGOT,HEITZ,FRA,9.810,9.95,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
7,ALEKSANDRA,MIROSLAW,POL,9.130,10.07,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
8,YULIYA,LEVOCHKINA,RUS,9.610,fall,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
9,NATALIA,TITOVA,RUS,10.180,9.64,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
10,CUILIAN,HE,CHN,10.860,10.08,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
11,ESTHER,BRUCKNER,FRA,10.300,10.16,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
12,KSENIYA,POLEKHINA,RUS,10.790,10.31,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
13,LUCELIA,BLANCO,VEN,10.410,10.42,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
14,EKATERINA,NOVITSKAIA,RUS,10.890,10.79,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
15,KSENIIA,ALEKSEEVA,RUS,10.080,11.44,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
16,OLENA,RYEPKO,UKR,10.930,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
16,ANASTASIYA,SAVISKO,UKR,10.930,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
18,KLAUDIA,BUCZEK,POL,11.100,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
19,MONIKA,PROKOPIUK-KAWECKA,POL,11.150,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
20,OLEKSANDRA,BUD GUSAIM,UKR,11.160,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
21,SARA,MORANDI,ITA,11.170,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
22,YULIA,VAYTSEKHOVSKAYA,RUS,11.180,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
23,NATALIIA,STEPANOVA,RUS,11.250,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
24,TAMARA,ULZHABAYEVA,KAZ,11.260,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
25,VALENTINA,YURINA,RUS,11.400,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
26,DINARA,FAKHRITDINOVA,RUS,11.550,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
27,JULIE,MICHELARD,FRA,11.650,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
28,XUHUA,PAN,CHN,11.750,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
29,ANNA,STENKOVAYA,RUS,11.770,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
30,STEFANIE,PICHLER,AUT,12.130,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
31,ISABELL,HAAG,GER,12.340,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
32,ANNA,KOLOKOVSKA,UKR,12.640,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
33,DINARA,IRSALIYEVA,KAZ,13.240,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
34,YEVGENIYA,SOBOLEVA,KAZ,13.280,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
35,MICHELA,FACCI,ITA,14.310,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
36,LAMU,RENQING,CHN,14.770,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
37,ANASTASIA,ERMOLAEVA,RUS,14.800,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
38,ANNA,WAGNEROVA,CZE,14.830,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
39,ANDREA,ROJAS,ECU,14.870,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
40,ANDREA,FICHTNER,GER,15.060,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
41,CAROLINA,ROSERO,ECU,15.360,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
42,NÓRA,KIRÁLY,HUN,17.370,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
43,ELISE,SETHNA,CAN,20.830,,Chamonix_(FRA)_2011,12 July - 13 July 2011,Women
1,QIXIN,ZHONG,CHN,7.040,6.26,Arco_(ITA)_2011,15 July - 24 July 2011,Men
2,STANISLAV,KOKORIN,RUS,7.750,6.30,Arco_(ITA)_2011,15 July - 24 July 2011,Men
3,DANYIL,BOLDYREV,UKR,7.430,6.66,Arco_(ITA)_2011,15 July - 24 July 2011,Men
4,IVAN,NOVIKOV,RUS,7.060,fall,Arco_(ITA)_2011,15 July - 24 July 2011,Men
5,LIBOR,HROZA,CZE,6.890,6.69,Arco_(ITA)_2011,15 July - 24 July 2011,Men
6,LUKASZ,SWIRK,POL,7.830,6.93,Arco_(ITA)_2011,15 July - 24 July 2011,Men
7,ERIK,NOYA,VEN,7.810,9.91,Arco_(ITA)_2011,15 July - 24 July 2011,Men
8,SERGEY,ABDRAKHMANOV,RUS,6.690,fall,Arco_(ITA)_2011,15 July - 24 July 2011,Men
9,EVGENII,VAITSEKHOVSKII,RUS,7.860,6.97,Arco_(ITA)_2011,15 July - 24 July 2011,Men
10,JEDRZEJ,KOMOSINSKI,POL,7.800,7.01,Arco_(ITA)_2011,15 July - 24 July 2011,Men
11,ALEXANDR,NIGMATULIN,KAZ,7.910,7.26,Arco_(ITA)_2011,15 July - 24 July 2011,Men
12,HAMIDREZA,TOOZANDEHJANI,IRI,7.460,7.35,Arco_(ITA)_2011,15 July - 24 July 2011,Men
13,ARTYOM,DEVYATERIKOV,KAZ,7.890,7.60,Arco_(ITA)_2011,15 July - 24 July 2011,Men
14,YAROSLAV,GONTARYK,UKR,7.390,7.83,Arco_(ITA)_2011,15 July - 24 July 2011,Men
15,SAYAT,BOKANOV,KAZ,7.300,8.06,Arco_(ITA)_2011,15 July - 24 July 2011,Men
16,MARCIN,DZIENSKI,POL,7.890,fall,Arco_(ITA)_2011,15 July - 24 July 2011,Men
17,SERGEI,SINITCYN,RUS,8.010,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
18,YULIANTO,ABUDZAR,INA,8.020,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
19,TONNY,MAMIRI,INA,8.070,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
20,LEONARDO,GONTERO,ITA,8.180,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
21,MOHSEN,MOHAMMADINEGAD,IRI,8.350,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
22,FABIAN,BOSLER,GER,8.430,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
22,NIKITA,DEVYATERIKOV,KAZ,8.430,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
24,ANDRII,KYTAIKO,UKR,8.560,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
25,SIMON,BOSLER,GER,8.580,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
26,MAKSYM,STYENKOVYY,UKR,8.610,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
27,ANDRES,QUINTEROS,ECU,8.640,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
28,ALEXEY,MOLCHANOV,KAZ,8.660,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
29,MAKSYM,OSIPOV,UKR,8.690,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
30,STEFANO,GHISOLFI,ITA,8.700,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
31,VIACHESLAV,VEDENCHUK,RUS,8.890,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
32,PANDU ASMORO,GALAR,INA,9.040,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
33,ZUFAR,NIGMANOV,RUS,9.120,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
34,BENCE,GÁL,HUN,9.180,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
35,MICHEL,SIROTTI,ITA,9.500,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
36,MÁTÉ,GÁL,HUN,9.610,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
37,JOSH,LEVIN,USA,9.760,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
38,ALEK,POULIOPOULOS,USA,10.040,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
39,ISAAC,ESTEVEZ,ECU,10.110,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
40,YUHANG,ZHANG,CHN,10.260,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
41,ROLANDS,RUGENS,LAT,10.460,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
42,AVIANSYAH,AAN,INA,10.540,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
43,THOMAS,TAUPORN,GER,10.560,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
44,MAX,RUDIGIER,AUT,10.580,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
45,ALEX,JOHNSON,USA,10.750,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
46,GERGÕ,MOLNAR,HUN,10.880,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
47,MAXIMILIAN,PORSCHA,GER,10.920,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
48,CSABA,KOMONDI,HUN,11.200,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
49,SHANE,PUCCIO,USA,11.560,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
50,JIACUO,SUOLANG,CHN,11.590,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
51,GIANLUCA,SIROTTI,ITA,11.630,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
52,ESTEBAN,EGUEZ,ECU,11.840,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
53,SEAN,MCCOLL,CAN,13.480,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
54,CÉDRIC,LACHAT,SUI,13.670,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
55,GIORGI,GABULDANI,GEO,13.870,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
56,SOSO,KATSITADZE,GEO,14.730,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
57,KREŠIMIR,MORIĆ,CRO,14.770,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
58,JURGEN,LIS,BEL,14.910,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
59,EREKLE,MIKELADZE,GEO,15.110,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
60,EMANUEL,MOOSBURGER,AUT,15.740,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
61,KLEMEN,BECAN,SLO,16.260,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
62,YANNICK,LIS,BEL,16.810,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
63,VANCO,NAUNOV,MKD,16.990,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
64,EIRIK BIRKELUND,OLSEN,NOR,17.570,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
65,GARETH,PARRY,GBR,19.500,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
66,MARK,PUGH-WILLIAMS,NZL,20.000,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
67,ANDREY,MATA VELASQUEZ,PER,20.210,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
68,MAGNUS,MIDTBOE,NOR,21.310,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
69,EDUARD,MARIN GARCIA,ESP,31.080,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
70,MANUEL,ESCOBAR,VEN,fall,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
70,AMIR,MAIMURATOV,KAZ,fall,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
70,MARTIN,MICKA,CZE,fall,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
70,ADAM,ONDRA,CZE,fall,,Arco_(ITA)_2011,15 July - 24 July 2011,Men
1,MARIIA,KRASAVINA,RUS,10.190,9.88,Arco_(ITA)_2011,15 July - 24 July 2011,Women
2,ANNA,TSYGANOVA,RUS,10.240,11.28,Arco_(ITA)_2011,15 July - 24 July 2011,Women
3,TAMARA,ULZHABAYEVA,KAZ,11.280,11.24,Arco_(ITA)_2011,15 July - 24 July 2011,Women
4,CUILIAN,HE,CHN,10.370,12.61,Arco_(ITA)_2011,15 July - 24 July 2011,Women
5,EDYTA,ROPEK,POL,10.670,9.77,Arco_(ITA)_2011,15 July - 24 July 2011,Women
6,KSENIIA,ALEKSEEVA,RUS,10.300,13.11,Arco_(ITA)_2011,15 July - 24 July 2011,Women
7,NATALIA,TITOVA,RUS,10.470,fall,Arco_(ITA)_2011,15 July - 24 July 2011,Women
8,YULIYA,LEVOCHKINA,RUS,10.870,fall,Arco_(ITA)_2011,15 July - 24 July 2011,Women
9,MONIKA,PROKOPIUK-KAWECKA,POL,11.500,10.85,Arco_(ITA)_2011,15 July - 24 July 2011,Women
10,LUCELIA,BLANCO,VEN,11.020,11.08,Arco_(ITA)_2011,15 July - 24 July 2011,Women
11,SARA,MORANDI,ITA,10.500,11.61,Arco_(ITA)_2011,15 July - 24 July 2011,Women
12,OLEKSANDRA,BUD GUSAIM,UKR,11.580,11.86,Arco_(ITA)_2011,15 July - 24 July 2011,Women
13,MARGOT,HEITZ,FRA,10.300,12.11,Arco_(ITA)_2011,15 July - 24 July 2011,Women
14,ANOUCK,JAUBERT,FRA,10.700,13.91,Arco_(ITA)_2011,15 July - 24 July 2011,Women
15,EVI,NELIWATI,INA,10.930,fall,Arco_(ITA)_2011,15 July - 24 July 2011,Women
16,ANASTASIYA,SAVISKO,UKR,11.240,fall,Arco_(ITA)_2011,15 July - 24 July 2011,Women
17,KLAUDIA,BUCZEK,POL,11.710,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
18,XUHUA,PAN,CHN,12.020,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
19,OLENA,RYEPKO,UKR,12.200,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
20,PETRA,KLINGLER,SUI,12.280,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
21,VALENTINA,YURINA,RUS,12.370,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
22,STEFANIE,PICHLER,AUT,12.620,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
23,ISABELL,HAAG,GER,12.820,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
24,SANTI,WELLYANTI,INA,12.970,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
25,DANA,RIDDLE,USA,13.390,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
26,ANASTASSIYA,BRYAKINA,KAZ,13.590,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
27,ANNA,KOLOKOVSKA,UKR,13.720,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
28,BACO ACHMAD,WILDA,INA,14.030,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
29,YEVGENIYA,SOBOLEVA,KAZ,14.060,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
30,FARNAZ,ESMAEILZADEH,IRI,14.190,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
30,FARNAZ,ESMAILZADEH,IRI,14.190,,Arco_(ITA)_2011,15 July - 24 July 2011,Women
