Rank,Name,,Country,Qualification,Final,event_name,date,gender
42,SALAH,BOULBAHAIEM,BEL,35.500,,Moscow_(RUS)_2010,17 June - 21 June 2010,Men
1,YULIYA,LEVOCHKINA,RUS,29.140,27.11,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
2,OLGA,EVSTIGNEEVA,RUS,30.890,fall,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
3,MARIIA,KRASAVINA,RUS,29.980,23.26,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
4,KSENIIA,ALEKSEEVA,RUS,31.760,24.08,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
5,LUCELIA,BLANCO,VEN,29.690,25.21,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
6,OLENA,RYEPKO,UKR,30.960,26.12,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
7,OLENA,SHEREMETYEVA,UKR,29.810,28.35,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
8,NATALIA,TITOVA,RUS,30.080,28.85,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
9,ANNA,MYLNIKOVA,RUS,31.170,27.06,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
10,ALINA,GAIDAMAKINA,RUS,31.720,28.05,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
11,DINARA,FAKHRITDINOVA,RUS,30.780,28.79,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
12,CUILIAN,HE,CHN,33.910,29.72,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
13,KSENIYA,POLEKHINA,RUS,32.720,30.73,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
14,EKATERINA,BOYARSKIKH,RUS,33.330,31.12,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
15,OLGA,MOROZKINA,RUS,32.820,31.79,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
16,EDYTA,ROPEK,POL,32.900,fall,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
17,MONIKA,PROKOPIUK-KAWECKA,POL,34.330,,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
18,SARA,MORANDI,ITA,35.000,,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
19,ANASTASIYA,SAVISKO,UKR,36.460,,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
20,ANNA,KOLOKOVSKA,UKR,37.400,,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
21,MAGALI,HAYEN,BEL,43.560,,Moscow_(RUS)_2010,17 June - 21 June 2010,Women
1,LIBOR,HROZA,CZE,9.250,11.26,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
2,SERGEI,SINITCYN,RUS,8.310,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
3,STANISLAV,KOKORIN,RUS,8.680,7.27,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
4,ZUFAR,NIGMANOV,RUS,8.970,7.71,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
5,NING,ZHANG,CHN,8.500,7.92,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
6,QIXIN,ZHONG,CHN,8.190,8.14,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
7,VAGINAK,SIREKANYAN,RUS,9.080,8.78,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
8,MAKSYM,STYENKOVYY,UKR,8.340,9.17,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
9,LUKASZ,SWIRK,POL,8.620,8.36,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
10,MAKSYM,OSIPOV,UKR,9.170,9.27,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
11,CSABA,KOMONDI,HUN,9.610,9.39,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
12,ARMAN,TER-MINASYAN,RUS,10.230,9.88,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
13,ARSENII,SHEVCHENKO,RUS,9.010,10.39,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
14,YAROSLAV,TOPAL,UKR,10.030,10.57,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
15,EVGENII,VAITSEKHOVSKII,RUS,8.760,11.48,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
16,IVAN,NOVIKOV,RUS,9.700,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
17,RAFAL,HALASA,POL,10.260,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
18,YOANN,LE COUSTER,FRA,10.360,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
19,ANDRES,QUINTEROS,ECU,10.440,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
20,THOMAS,DUPIN,FRA,10.450,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
21,JEDRZEJ,KOMOSINSKI,POL,10.470,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
22,TOMASZ,OLEKSY,POL,10.950,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
23,STEFANO,GHISOLFI,ITA,11.050,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
24,LEONARDO,GONTERO,ITA,11.220,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
24,OLEKSIY,YURKO,UKR,11.220,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
26,EMILIEN,JOBERT,FRA,11.500,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
27,JOAKIM,EL ANHARI,FRA,11.530,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
28,JAKUB,POCIECHA,POL,11.710,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
29,VINCENT,CHAVOT,FRA,12.340,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
29,GYULA,JUHASZ,HUN,12.340,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
31,MICHEL,SIROTTI,ITA,12.380,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
32,GUILLAUME,MORO,FRA,12.410,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
33,SERGEY,ABDRAKHMANOV,RUS,12.450,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
34,HUBERT,STYLA,POL,12.570,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
35,CLEMENT,CAILLEUX,FRA,14.140,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
36,BAPTISTE,MICHAUX,FRA,21.710,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
37,SALAH,BOULBAHAIEM,BEL,fall,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Men
1,KSENIIA,ALEKSEEVA,RUS,11.320,10.74,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
2,EDYTA,ROPEK,POL,11.790,11.20,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
3,CUILIAN,HE,CHN,12.610,10.51,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
4,YULIYA,LEVOCHKINA,RUS,11.380,11.20,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
5,MONIKA,PROKOPIUK-KAWECKA,POL,13.640,12.47,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
6,KSENIYA,POLEKHINA,RUS,13.270,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
7,XUHUA,PAN,CHN,13.000,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
8,ALEKSANDRA,MIROSLAW,POL,13.660,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
9,ALINA,GAIDAMAKINA,RUS,12.950,12.33,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
10,NATALIA,TITOVA,RUS,13.750,12.53,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
11,OLENA,RYEPKO,UKR,13.350,12.60,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
12,EKATERINA,BOYARSKIKH,RUS,12.700,13.58,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
13,OLGA,EVSTIGNEEVA,RUS,13.500,16.53,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
14,OLENA,SHEREMETYEVA,UKR,13.670,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
15,KARINA,MIROSLAW,POL,14.010,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
16,ANASTASIYA,SAVISKO,UKR,14.090,fall,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
17,SARA,MORANDI,ITA,14.460,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
18,OLEKSANDRA,BUD GUSAIM,UKR,14.520,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
19,LUCELIA,BLANCO,VEN,15.000,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
20,MARGOT,HEITZ,FRA,15.090,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
21,JULIE,MICHELARD,FRA,15.780,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
22,MARIE,DA SILVA TORTOSA,FRA,16.220,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
23,ADELINE,BONNACORSI,FRA,16.300,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
24,VALENTINA,YURINA,RUS,16.340,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
25,ESTHER,BRUCKNER,FRA,16.600,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
26,MARIIA,KRASAVINA,RUS,16.880,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
27,MALGORZATA,RUDZINSKA,POL,19.940,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
28,KLAUDIA,BUCZEK,POL,fall,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
1,STANISLAV,KOKORIN,RUS,13.740,13.92,Daone_(ITA)_2010,24 July - 25 July 2010,Men
2,LUKASZ,SWIRK,POL,14.600,14.16,Daone_(ITA)_2010,24 July - 25 July 2010,Men
3,SERGEI,SINITCYN,RUS,15.320,14.58,Daone_(ITA)_2010,24 July - 25 July 2010,Men
4,LIBOR,HROZA,CZE,15.310,fall,Daone_(ITA)_2010,24 July - 25 July 2010,Men
5,MAKSYM,OSIPOV,UKR,16.420,14.92,Daone_(ITA)_2010,24 July - 25 July 2010,Men
6,EVGENII,VAITSEKHOVSKII,RUS,15.460,17.03,Daone_(ITA)_2010,24 July - 25 July 2010,Men
7,TOMASZ,OLEKSY,POL,16.320,17.85,Daone_(ITA)_2010,24 July - 25 July 2010,Men
8,MAKSYM,STYENKOVYY,UKR,15.560,18.69,Daone_(ITA)_2010,24 July - 25 July 2010,Men
9,JEDRZEJ,KOMOSINSKI,POL,16.000,16.17,Daone_(ITA)_2010,24 July - 25 July 2010,Men
10,ARMAN,TER-MINASYAN,RUS,18.330,17.38,Daone_(ITA)_2010,24 July - 25 July 2010,Men
11,ARSENII,SHEVCHENKO,RUS,19.220,17.43,Daone_(ITA)_2010,24 July - 25 July 2010,Men
12,VAGINAK,SIREKANYAN,RUS,19.860,19.20,Daone_(ITA)_2010,24 July - 25 July 2010,Men
13,LEONARDO,GONTERO,ITA,19.940,19.34,Daone_(ITA)_2010,24 July - 25 July 2010,Men
14,IVAN,NOVIKOV,RUS,16.420,19.39,Daone_(ITA)_2010,24 July - 25 July 2010,Men
15,ZUFAR,NIGMANOV,RUS,16.460,fall,Daone_(ITA)_2010,24 July - 25 July 2010,Men
16,SERGEY,ABDRAKHMANOV,RUS,16.970,fall,Daone_(ITA)_2010,24 July - 25 July 2010,Men
17,MICHEL,SIROTTI,ITA,20.300,,Daone_(ITA)_2010,24 July - 25 July 2010,Men
18,GIANLUCA,SIROTTI,ITA,21.100,,Daone_(ITA)_2010,24 July - 25 July 2010,Men
19,MANUEL,ESCOBAR,VEN,24.790,,Daone_(ITA)_2010,24 July - 25 July 2010,Men
20,JOSMAR,NIEVES,VEN,26.730,,Daone_(ITA)_2010,24 July - 25 July 2010,Men
21,SALAH,BOULBAHAIEM,BEL,29.390,,Daone_(ITA)_2010,24 July - 25 July 2010,Men
22,JAN,MODRZEJEWSKI,POL,30.750,,Daone_(ITA)_2010,24 July - 25 July 2010,Men
1,EDYTA,ROPEK,POL,23.440,25.34,Daone_(ITA)_2010,24 July - 25 July 2010,Women
2,SARA,MORANDI,ITA,23.870,fall,Daone_(ITA)_2010,24 July - 25 July 2010,Women
3,OLENA,RYEPKO,UKR,26.500,26.94,Daone_(ITA)_2010,24 July - 25 July 2010,Women
4,ALINA,GAIDAMAKINA,RUS,26.980,38.83,Daone_(ITA)_2010,24 July - 25 July 2010,Women
5,YULIYA,LEVOCHKINA,RUS,28.270,26.43,Daone_(ITA)_2010,24 July - 25 July 2010,Women
6,ANASTASIYA,SAVISKO,UKR,26.600,28.30,Daone_(ITA)_2010,24 July - 25 July 2010,Women
7,OLEKSANDRA,BUD GUSAIM,UKR,24.830,29.68,Daone_(ITA)_2010,24 July - 25 July 2010,Women
8,KLAUDIA,BUCZEK,POL,28.370,30.41,Daone_(ITA)_2010,24 July - 25 July 2010,Women
9,MARIIA,KRASAVINA,RUS,28.570,,Daone_(ITA)_2010,24 July - 25 July 2010,Women
10,VALENTINA,YURINA,RUS,29.510,,Daone_(ITA)_2010,24 July - 25 July 2010,Women
11,KSENIYA,POLEKHINA,RUS,30.000,,Daone_(ITA)_2010,24 July - 25 July 2010,Women
12,MONIKA,PROKOPIUK-KAWECKA,POL,34.870,,Daone_(ITA)_2010,24 July - 25 July 2010,Women
13,FRANCIS,RODRIGUEZ,VEN,42.110,,Daone_(ITA)_2010,24 July - 25 July 2010,Women
14,LUCELIA,BLANCO,VEN,42.500,,Daone_(ITA)_2010,24 July - 25 July 2010,Women
1,SERGEY,ABDRAKHMANOV,RUS,7.310,7.17,Xining_(CHN)_2010,20 August - 21 August 2010,Men
2,YUHANG,ZHANG,CHN,8.050,7.82,Xining_(CHN)_2010,20 August - 21 August 2010,Men
3,EVGENII,VAITSEKHOVSKII,RUS,7.550,6.64,Xining_(CHN)_2010,20 August - 21 August 2010,Men
4,STANISLAV,KOKORIN,RUS,7.410,13.94,Xining_(CHN)_2010,20 August - 21 August 2010,Men
5,LIBOR,HROZA,CZE,7.660,7.34,Xining_(CHN)_2010,20 August - 21 August 2010,Men
6,SERGEI,SINITCYN,RUS,7.760,7.59,Xining_(CHN)_2010,20 August - 21 August 2010,Men
7,NING,ZHANG,CHN,7.630,11.80,Xining_(CHN)_2010,20 August - 21 August 2010,Men
8,QIXIN,ZHONG,CHN,6.730,fall,Xining_(CHN)_2010,20 August - 21 August 2010,Men
9,MÁTÉ,GÁL,HUN,9.510,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
1,YULIYA,LEVOCHKINA,RUS,12.960,10.36,Xining_(CHN)_2010,20 August - 21 August 2010,Women
2,KSENIIA,ALEKSEEVA,RUS,11.080,10.54,Xining_(CHN)_2010,20 August - 21 August 2010,Women
3,CUILIAN,HE,CHN,10.440,9.80,Xining_(CHN)_2010,20 August - 21 August 2010,Women
4,EDYTA,ROPEK,POL,10.640,10.29,Xining_(CHN)_2010,20 August - 21 August 2010,Women
5,XUHUA,PAN,CHN,11.610,11.19,Xining_(CHN)_2010,20 August - 21 August 2010,Women
6,CHUNHUA,LI,CHN,13.110,11.69,Xining_(CHN)_2010,20 August - 21 August 2010,Women
7,OLGA,EVSTIGNEEVA,RUS,13.450,13.28,Xining_(CHN)_2010,20 August - 21 August 2010,Women
8,YANG,WANG,CHN,13.470,fall,Xining_(CHN)_2010,20 August - 21 August 2010,Women
9,LAMU,RENQING,CHN,16.120,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
10,WEILING,YANG,CHN,17.070,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
11,XIAOTONG,GUAN,CHN,17.280,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
12,WANGMU,RENZENG,CHN,17.330,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
13,WANGMU,GESANG,CHN,20.290,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
1,QIXIN,ZHONG,CHN,6.690,6.52,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
2,EVGENII,VAITSEKHOVSKII,RUS,6.850,7.52,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
3,LIBOR,HROZA,CZE,6.890,6.75,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
4,STANISLAV,KOKORIN,RUS,6.790,6.78,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
5,ARTYOM,DEVYATERIKOV,KAZ,8.280,8.62,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
6,SERGEI,SINITCYN,RUS,7.010,9.39,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
7,SERGEY,ABDRAKHMANOV,RUS,7.130,fall,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
8,NING,ZHANG,CHN,7.750,fall,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
9,SUNGJOON,CHAE,KOR,9.690,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
10,CHI-WAI,LAI,HKG,10.140,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
11,CHIGON,SEO,KOR,11.280,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
12,IVAN,KAUROV,RUS,11.510,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
13,YONGHO,JANG,KOR,12.370,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
14,KA-CHUN,YAU,HKG,12.850,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
15,DANIEL,TIRADO,COL,15.510,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
16,MÁTÉ,GÁL,HUN,fall,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
1,CUILIAN,HE,CHN,10.420,10.06,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
2,KSENIIA,ALEKSEEVA,RUS,10.970,10.50,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
3,XUHUA,PAN,CHN,11.330,10.49,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
4,YULIYA,LEVOCHKINA,RUS,10.930,10.85,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
5,EDYTA,ROPEK,POL,11.440,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
6,ALINA,GAIDAMAKINA,RUS,11.740,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
7,YOUNGSOOK,CHOI,KOR,fall,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
7,YOUNGHEE,KIM,KOR,fall,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
1,QIXIN,ZHONG,CHN,6.580,6.40,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
